Survey,Site,Transect,Cfreq,Number,Recorder,Species,Abundance,latin_name,Order,Family,Family_Eng,Genus,FamilyNum,SpeNum,Transect_No_bird
4,MM,MM3,high,X202111241735,KWG&ZK,朱背啄花鸟,1,Dicaeum cruentatum,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1339,MM3X202111241735Dicaeum cruentatum
4,MM,MM3,high,X202111241735,KWG&ZK,棕背伯劳,2,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,MM3X202111241735Lanius schach
4,MM,MM3,high,X202111241735,KWG&ZK,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,MM3X202111241735Pomatorhinus ruficollis
4,MM,MM2,high,X202111250710,KWG&ZK,暗绿绣眼鸟,1,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,MM2X202111250710Zosterops simplex
4,MM,MM2,high,X202111250710,KWG&ZK,白鹭,9,Egretta garzetta,PELECANIFORMES,鹭科,Ardeidae,Egretta,13,193,MM2X202111250710Egretta garzetta
4,MM,MM2,high,X202111250710,KWG&ZK,白头鹎,20,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,MM2X202111250710Pycnonotus sinensis
4,MM,MM2,high,X202111250710,KWG&ZK,北红尾鸲,2,Phoenicurus auroreus,PASSERIFORMES,鹟科,Muscicapidae,Phoenicurus,101,1308,MM2X202111250710Phoenicurus auroreus
4,MM,MM2,high,X202111250710,KWG&ZK,叉尾太阳鸟,3,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,MM2X202111250710Aethopyga christinae
4,MM,MM2,high,X202111250710,KWG&ZK,红胸啄花鸟,1,Dicaeum ignipectus,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1338,MM2X202111250710Dicaeum ignipectus
4,MM,MM2,high,X202111250710,KWG&ZK,大嘴乌鸦,1,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,MM2X202111250710Corvus macrorhynchos
4,MM,MM2,high,X202111250710,KWG&ZK,黑喉噪鹛,4,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM2X202111250710Pterorhinus chinensis
4,MM,MM2,high,X202111250710,KWG&ZK,红耳鹎,15,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM2X202111250710Pycnonotus jocosus
4,MM,MM2,high,X202111250710,KWG&ZK,画眉,1,Garrulax canorus,PASSERIFORMES,噪鹛科,Leiothrichidae,Garrulax,88,1050,MM2X202111250710Garrulax canorus
4,MM,MM2,high,X202111250710,KWG&ZK,黄眉柳莺,4,Phylloscopus inornatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,869,MM2X202111250710Phylloscopus inornatus
4,MM,MM2,high,X202111250710,KWG&ZK,家燕,30,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,MM2X202111250710Hirundo rustica
4,MM,MM2,high,X202111250710,KWG&ZK,金头拟缝叶莺,1,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,MM2X202111250710Phyllergates cucullatus
4,MM,MM2,high,X202111250710,KWG&ZK,栗背短脚鹎,1,Hemixos castanonotus,PASSERIFORMES,鹎科,Pycnonotidae,Hemixos,76,801,MM2X202111250710Hemixos castanonotus
4,MM,MM2,high,X202111250710,KWG&ZK,鹊鸲,2,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM2X202111250710Copsychus saularis
4,MM,MM2,high,X202111250710,KWG&ZK,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,MM2X202111250710Pnoepyga pusilla
4,MM,MM2,high,X202111250710,KWG&ZK,大山雀,1,Parus minor,PASSERIFORMES,山雀科,Paridae,Parus,72,770,MM2X202111250710Parus minor
4,MM,MM2,high,X202111250710,KWG&ZK,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM2X202111250710Orthotomus sutorius
4,MM,MM2,high,X202111250710,KWG&ZK,朱背啄花鸟,2,Dicaeum cruentatum,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1339,MM2X202111250710Dicaeum cruentatum
4,MM,MM2,high,X202111250710,KWG&ZK,珠颈斑鸠,3,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,MM2X202111250710Spilopelia chinensis
4,MM,MM2,high,X202111250710,KWG&ZK,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,MM2X202111250710Lanius schach
4,MM,MM2,high,X202111250710,KWG&ZK,棕颈钩嘴鹛,2,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,MM2X202111250710Pomatorhinus ruficollis
4,MM,MM3,high,X202111250750,KWG&ZK,暗绿绣眼鸟,8,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,MM3X202111250750Zosterops simplex
4,MM,MM3,high,X202111250750,KWG&ZK,白鹡鸰,1,Motacilla alba,PASSERIFORMES,鹡鸰科,Motacillidae,Motacilla,110,1387,MM3X202111250750Motacilla alba
4,MM,MM3,high,X202111250750,KWG&ZK,白胸苦恶鸟,1,Amaurornis phoenicurus,GRUIFORMES,秧鸡科,Rallidae,Amaurornis,22,290,MM3X202111250750Amaurornis phoenicurus
4,MM,MM3,high,X202111250750,KWG&ZK,北红尾鸲,2,Phoenicurus auroreus,PASSERIFORMES,鹟科,Muscicapidae,Phoenicurus,101,1308,MM3X202111250750Phoenicurus auroreus
4,MM,MM3,high,X202111250750,KWG&ZK,叉尾太阳鸟,3,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,MM3X202111250750Aethopyga christinae
4,MM,MM3,high,X202111250750,KWG&ZK,池鹭,3,Ardeola bacchus,PELECANIFORMES,鹭科,Ardeidae,Ardeola,13,183,MM3X202111250750Ardeola bacchus
4,MM,MM3,high,X202111250750,KWG&ZK,红胸啄花鸟,2,Dicaeum ignipectus,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1338,MM3X202111250750Dicaeum ignipectus
4,MM,MM3,high,X202111250750,KWG&ZK,海南蓝仙鹟,1,Cyornis hainanus,PASSERIFORMES,鹟科,Muscicapidae,Cyornis,101,1229,MM3X202111250750Cyornis hainanus
4,MM,MM3,high,X202111250750,KWG&ZK,黑喉噪鹛,2,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM3X202111250750Pterorhinus chinensis
4,MM,MM3,high,X202111250750,KWG&ZK,红耳鹎,13,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM3X202111250750Pycnonotus jocosus
4,MM,MM3,high,X202111250750,KWG&ZK,黄眉柳莺,4,Phylloscopus inornatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,869,MM3X202111250750Phylloscopus inornatus
4,MM,MM3,high,X202111250750,KWG&ZK,黄腰柳莺,4,Phylloscopus proregulus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,874,MM3X202111250750Phylloscopus proregulus
4,MM,MM3,high,X202111250750,KWG&ZK,灰喉山椒鸟,2,Pericrocotus solaris,PASSERIFORMES,鹃鵙科,Campephagidae,Pericrocotus,62,660,MM3X202111250750Pericrocotus solaris
4,MM,MM3,high,X202111250750,KWG&ZK,矶鹬,1,Actitis hypoleucos,CHARADRIIFORMES,丘鹬科,Scolopacidae,Actitis,32,373,MM3X202111250750Actitis hypoleucos
4,MM,MM3,high,X202111250750,KWG&ZK,金眶鸻,2,Charadrius dubius,CHARADRIIFORMES,鸻科,Charadriidae,Charadrius,29,321,MM3X202111250750Charadrius dubius
4,MM,MM3,high,X202111250750,KWG&ZK,金头拟缝叶莺,3,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,MM3X202111250750Phyllergates cucullatus
4,MM,MM3,high,X202111250750,KWG&ZK,绿嘴地鹃,1,Phaenicophaeus tristis,CUCULIFORMES,杜鹃科,Cuculidae,Phaenicophaeus,39,480,MM3X202111250750Phaenicophaeus tristis
4,MM,MM3,high,X202111250750,KWG&ZK,鹊鸲,2,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM3X202111250750Copsychus saularis
4,MM,MM3,high,X202111250750,KWG&ZK,蛇雕,1,Spilornis cheela,ACCIPITRIFORMES,鹰科,Accipitridae,Spilornis,20,226,MM3X202111250750Spilornis cheela
4,MM,MM3,high,X202111250750,KWG&ZK,树鹨,1,Anthus hodgsoni,PASSERIFORMES,鹡鸰科,Motacillidae,Anthus,110,1396,MM3X202111250750Anthus hodgsoni
4,MM,MM3,high,X202111250750,KWG&ZK,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,MM3X202111250750Pnoepyga pusilla
4,MM,MM3,high,X202111250750,KWG&ZK,小䴙䴘,3,Tachybaptus ruficollis,PODICIPEDIFORMES,??科,Podicipedidae,Tachybaptus,8,148,MM3X202111250750Tachybaptus ruficollis
4,MM,MM3,high,X202111250750,KWG&ZK,大鹰鹃,2,Hierococcyx sparverioides,CUCULIFORMES,杜鹃科,Cuculidae,Hierococcyx,39,489,MM3X202111250750Hierococcyx sparverioides
4,MM,MM3,high,X202111250750,KWG&ZK,大山雀,1,Parus minor,PASSERIFORMES,山雀科,Paridae,Parus,72,770,MM3X202111250750Parus minor
4,MM,MM3,high,X202111250750,KWG&ZK,长尾缝叶莺,2,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM3X202111250750Orthotomus sutorius
4,MM,MM3,high,X202111250750,KWG&ZK,朱背啄花鸟,2,Dicaeum cruentatum,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1339,MM3X202111250750Dicaeum cruentatum
4,MM,MM3,high,X202111250750,KWG&ZK,珠颈斑鸠,1,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,MM3X202111250750Spilopelia chinensis
4,MM,MM3,high,X202111250750,KWG&ZK,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,MM3X202111250750Pomatorhinus ruficollis
4,MM,MM2,high,X202111251525,YSH&KWG&XH,白喉红臀鹎,2,Pycnonotus aurigaster,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,817,MM2X202111251525Pycnonotus aurigaster
4,MM,MM2,high,X202111251525,YSH&KWG&XH,白头鹎,1,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,MM2X202111251525Pycnonotus sinensis
4,MM,MM2,high,X202111251525,YSH&KWG&XH,叉尾太阳鸟,2,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,MM2X202111251525Aethopyga christinae
4,MM,MM2,high,X202111251525,YSH&KWG&XH,海南蓝仙鹟,1,Cyornis hainanus,PASSERIFORMES,鹟科,Muscicapidae,Cyornis,101,1229,MM2X202111251525Cyornis hainanus
4,MM,MM2,high,X202111251525,YSH&KWG&XH,黑喉噪鹛,5,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM2X202111251525Pterorhinus chinensis
4,MM,MM2,high,X202111251525,YSH&KWG&XH,红耳鹎,25,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM2X202111251525Pycnonotus jocosus
4,MM,MM2,high,X202111251525,YSH&KWG&XH,黄眉柳莺,2,Phylloscopus inornatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,869,MM2X202111251525Phylloscopus inornatus
4,MM,MM2,high,X202111251525,YSH&KWG&XH,金头拟缝叶莺,1,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,MM2X202111251525Phyllergates cucullatus
4,MM,MM2,high,X202111251525,YSH&KWG&XH,栗背短脚鹎,2,Hemixos castanonotus,PASSERIFORMES,鹎科,Pycnonotidae,Hemixos,76,801,MM2X202111251525Hemixos castanonotus
4,MM,MM2,high,X202111251525,YSH&KWG&XH,栗颈凤鹛,21,Staphida torqueola,PASSERIFORMES,绣眼鸟科,Zosteropidae,Staphida,91,1124,MM2X202111251525Staphida torqueola
4,MM,MM2,high,X202111251525,YSH&KWG&XH,鹊鸲,1,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM2X202111251525Copsychus saularis
4,MM,MM2,high,X202111251525,YSH&KWG&XH,大山雀,1,Parus minor,PASSERIFORMES,山雀科,Paridae,Parus,72,770,MM2X202111251525Parus minor
4,MM,MM2,high,X202111251525,YSH&KWG&XH,长尾缝叶莺,5,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM2X202111251525Orthotomus sutorius
4,MM,MM2,high,X202111251525,YSH&KWG&XH,朱背啄花鸟,2,Dicaeum cruentatum,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1339,MM2X202111251525Dicaeum cruentatum
4,MM,MM2,high,X202111251525,YSH&KWG&XH,珠颈斑鸠,1,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,MM2X202111251525Spilopelia chinensis
4,MM,MM3,high,X202111251610,KWG&ZK,暗绿绣眼鸟,6,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,MM3X202111251610Zosterops simplex
4,MM,MM3,high,X202111251610,KWG&ZK,白鹡鸰,5,Motacilla alba,PASSERIFORMES,鹡鸰科,Motacillidae,Motacilla,110,1387,MM3X202111251610Motacilla alba
4,MM,MM3,high,X202111251610,KWG&ZK,白鹭,3,Egretta garzetta,PELECANIFORMES,鹭科,Ardeidae,Egretta,13,193,MM3X202111251610Egretta garzetta
4,MM,MM3,high,X202111251610,KWG&ZK,白头鹎,2,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,MM3X202111251610Pycnonotus sinensis
4,MM,MM3,high,X202111251610,KWG&ZK,叉尾太阳鸟,1,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,MM3X202111251610Aethopyga christinae
4,MM,MM3,high,X202111251610,KWG&ZK,池鹭,15,Ardeola bacchus,PELECANIFORMES,鹭科,Ardeidae,Ardeola,13,183,MM3X202111251610Ardeola bacchus
4,MM,MM3,high,X202111251610,KWG&ZK,黑短脚鹎,1,Hypsipetes leucocephalus,PASSERIFORMES,鹎科,Pycnonotidae,Hypsipetes,76,804,MM3X202111251610Hypsipetes leucocephalus
4,MM,MM3,high,X202111251610,KWG&ZK,黑喉噪鹛,6,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM3X202111251610Pterorhinus chinensis
4,MM,MM3,high,X202111251610,KWG&ZK,红耳鹎,35,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM3X202111251610Pycnonotus jocosus
4,MM,MM3,high,X202111251610,KWG&ZK,金眶鸻,1,Charadrius dubius,CHARADRIIFORMES,鸻科,Charadriidae,Charadrius,29,321,MM3X202111251610Charadrius dubius
4,MM,MM3,high,X202111251610,KWG&ZK,普通翠鸟,1,Alcedo atthis,CORACIIFORMES,翠鸟科,Alcedinidae,Alcedo,48,564,MM3X202111251610Alcedo atthis
4,MM,MM3,high,X202111251610,KWG&ZK,鹊鸲,1,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM3X202111251610Copsychus saularis
4,MM,MM3,high,X202111251610,KWG&ZK,丝光椋鸟,3,Spodiopsar sericeus,PASSERIFORMES,椋鸟科,Sturnidae,Spodiopsar,99,1169,MM3X202111251610Spodiopsar sericeus
4,MM,MM3,high,X202111251610,KWG&ZK,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,MM3X202111251610Pnoepyga pusilla
4,MM,MM3,high,X202111251610,KWG&ZK,小䴙䴘,1,Tachybaptus ruficollis,PODICIPEDIFORMES,??科,Podicipedidae,Tachybaptus,8,148,MM3X202111251610Tachybaptus ruficollis
4,MM,MM3,high,X202111251610,KWG&ZK,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM3X202111251610Orthotomus sutorius
4,MM,MM3,high,X202111251610,KWG&ZK,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,MM3X202111251610Lanius schach
4,MM,MM3,high,X202111251610,KWG&ZK,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,MM3X202111251610Pomatorhinus ruficollis
5,YJ,YJ1,high,X202204061700,HXL,白头鹎,2,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ1X202204061700Pycnonotus sinensis
5,YJ,YJ1,high,X202204061700,HXL,白胸苦恶鸟,2,Amaurornis phoenicurus,GRUIFORMES,秧鸡科,Rallidae,Amaurornis,22,290,YJ1X202204061700Amaurornis phoenicurus
5,YJ,YJ1,high,X202204061700,HXL,白腰文鸟,2,Lonchura striata,PASSERIFORMES,梅花雀科,Estrildidae,Lonchura,108,1369,YJ1X202204061700Lonchura striata
5,YJ,YJ1,high,X202204061700,HXL,大嘴乌鸦,1,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,YJ1X202204061700Corvus macrorhynchos
5,YJ,YJ1,high,X202204061700,HXL,褐翅鸦鹃,1,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,YJ1X202204061700Centropus sinensis
5,YJ,YJ1,high,X202204061700,HXL,红耳鹎,37,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ1X202204061700Pycnonotus jocosus
5,YJ,YJ1,high,X202204061700,HXL,家燕,17,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,YJ1X202204061700Hirundo rustica
5,YJ,YJ1,high,X202204061700,HXL,栗背短脚鹎,5,Hemixos castanonotus,PASSERIFORMES,鹎科,Pycnonotidae,Hemixos,76,801,YJ1X202204061700Hemixos castanonotus
5,YJ,YJ1,high,X202204061700,HXL,小鸦鹃,2,Centropus bengalensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,479,YJ1X202204061700Centropus bengalensis
5,YJ,YJ1,high,X202204061700,HXL,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ1X202204061700Orthotomus sutorius
5,YJ,YJ1,high,X202204061700,HXL,珠颈斑鸠,2,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,YJ1X202204061700Spilopelia chinensis
5,YJ,YJ2,high,X202204061715,YZZ,暗绿绣眼鸟,7,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ2X202204061715Zosterops simplex
5,YJ,YJ2,high,X202204061715,YZZ,白头鹎,10,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ2X202204061715Pycnonotus sinensis
5,YJ,YJ2,high,X202204061715,YZZ,高山短翅蝗莺,1,Locustella mandelli,PASSERIFORMES,蝗莺科,Locustellidae,Locustella,83,947,YJ2X202204061715Locustella mandelli
5,YJ,YJ2,high,X202204061715,YZZ,褐翅鸦鹃,1,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,YJ2X202204061715Centropus sinensis
5,YJ,YJ2,high,X202204061715,YZZ,红耳鹎,15,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ2X202204061715Pycnonotus jocosus
5,YJ,YJ2,high,X202204061715,YZZ,黄嘴角鸮,2,Otus spilocephalus,STRIGIFORMES,鸱鸮科,Strigidae,Otus,41,510,YJ2X202204061715Otus spilocephalus
5,YJ,YJ2,high,X202204061715,YZZ,金头拟缝叶莺,2,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ2X202204061715Phyllergates cucullatus
5,YJ,YJ2,high,X202204061715,YZZ,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,YJ2X202204061715Pnoepyga pusilla
5,YJ,YJ2,high,X202204061715,YZZ,大鹰鹃,1,Hierococcyx sparverioides,CUCULIFORMES,杜鹃科,Cuculidae,Hierococcyx,39,489,YJ2X202204061715Hierococcyx sparverioides
5,YJ,YJ3,high,X202204061715,CHW,白头鹎,9,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ3X202204061715Pycnonotus sinensis
5,YJ,YJ3,high,X202204061715,CHW,大嘴乌鸦,1,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,YJ3X202204061715Corvus macrorhynchos
5,YJ,YJ3,high,X202204061715,CHW,红耳鹎,3,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ3X202204061715Pycnonotus jocosus
5,YJ,YJ3,high,X202204061715,CHW,黄腹山鹪莺,2,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ3X202204061715Prinia flaviventris
5,YJ,YJ3,high,X202204061715,CHW,家燕,3,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,YJ3X202204061715Hirundo rustica
5,YJ,YJ3,high,X202204061715,CHW,大鹰鹃,8,Hierococcyx sparverioides,CUCULIFORMES,杜鹃科,Cuculidae,Hierococcyx,39,489,YJ3X202204061715Hierococcyx sparverioides
5,YJ,YJ3,high,X202204061715,CHW,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ3X202204061715Orthotomus sutorius
5,YJ,YJ1,high,X202204070730,HXL,暗绿绣眼鸟,5,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ1X202204070730Zosterops simplex
5,YJ,YJ1,high,X202204070730,HXL,白胸苦恶鸟,1,Amaurornis phoenicurus,GRUIFORMES,秧鸡科,Rallidae,Amaurornis,22,290,YJ1X202204070730Amaurornis phoenicurus
5,YJ,YJ1,high,X202204070730,HXL,褐翅鸦鹃,3,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,YJ1X202204070730Centropus sinensis
5,YJ,YJ1,high,X202204070730,HXL,黑喉噪鹛,8,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,YJ1X202204070730Pterorhinus chinensis
5,YJ,YJ1,high,X202204070730,HXL,红耳鹎,63,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ1X202204070730Pycnonotus jocosus
5,YJ,YJ1,high,X202204070730,HXL,家燕,2,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,YJ1X202204070730Hirundo rustica
5,YJ,YJ1,high,X202204070730,HXL,栗背短脚鹎,2,Hemixos castanonotus,PASSERIFORMES,鹎科,Pycnonotidae,Hemixos,76,801,YJ1X202204070730Hemixos castanonotus
5,YJ,YJ1,high,X202204070730,HXL,长尾缝叶莺,4,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ1X202204070730Orthotomus sutorius
5,YJ,YJ1,high,X202204070730,HXL,珠颈斑鸠,1,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,YJ1X202204070730Spilopelia chinensis
5,YJ,YJ1,high,X202204070730,HXL,棕颈钩嘴鹛,4,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,YJ1X202204070730Pomatorhinus ruficollis
5,YJ,YJ2,high,X202204070750,CHW,白头鹎,10,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ2X202204070750Pycnonotus sinensis
5,YJ,YJ2,high,X202204070750,CHW,褐翅鸦鹃,2,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,YJ2X202204070750Centropus sinensis
5,YJ,YJ2,high,X202204070750,CHW,红耳鹎,15,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ2X202204070750Pycnonotus jocosus
5,YJ,YJ2,high,X202204070750,CHW,黄腹山鹪莺,1,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ2X202204070750Prinia flaviventris
5,YJ,YJ2,high,X202204070750,CHW,大鹰鹃,2,Hierococcyx sparverioides,CUCULIFORMES,杜鹃科,Cuculidae,Hierococcyx,39,489,YJ2X202204070750Hierococcyx sparverioides
5,YJ,YJ2,high,X202204070750,CHW,长尾缝叶莺,11,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ2X202204070750Orthotomus sutorius
5,YJ,YJ2,high,X202204070750,CHW,棕颈钩嘴鹛,3,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,YJ2X202204070750Pomatorhinus ruficollis
5,YJ,YJ3,high,X202204070750,YZZ,白头鹎,9,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ3X202204070750Pycnonotus sinensis
5,YJ,YJ3,high,X202204070750,YZZ,大嘴乌鸦,16,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,YJ3X202204070750Corvus macrorhynchos
5,YJ,YJ3,high,X202204070750,YZZ,红耳鹎,16,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ3X202204070750Pycnonotus jocosus
5,YJ,YJ3,high,X202204070750,YZZ,黄腹山鹪莺,7,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ3X202204070750Prinia flaviventris
5,YJ,YJ3,high,X202204070750,YZZ,金头拟缝叶莺,1,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ3X202204070750Phyllergates cucullatus
5,YJ,YJ3,high,X202204070750,YZZ,强脚树莺,4,Horornis fortipes,PASSERIFORMES,树莺科,Cettiidae,Horornis,79,845,YJ3X202204070750Horornis fortipes
5,YJ,YJ3,high,X202204070750,YZZ,大鹰鹃,5,Hierococcyx sparverioides,CUCULIFORMES,杜鹃科,Cuculidae,Hierococcyx,39,489,YJ3X202204070750Hierococcyx sparverioides
